timestamp_deteccion,connector_id,operator_name,estado_anterior,estado_nuevo,api_last_updated,power_type,max_electric_power,standard,location_name,operador_agrupado,tramo_potencia,commune,region
2026-09-04T02:46:56+00:00,8732,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:46:02.544433+00:00,DC,180,CCS 2,VOLTEX COPEC CONSISTORIAL,Copec Voltex,150,Penalolén,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:46:56+00:00,1982,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-04T02:46:03.796409+00:00,DC,60,CCS 2,Cargador Gasco Carrascal,Enerlink,(50-150],Quinta Normal,Metropolitana,Gasco GLP SA,Enerlink
2026-09-04T02:46:56+00:00,496,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:46:15.323706+00:00,AC,7.4,Tipo 2,Enel X - Autoplanet Los Andes,Enel,7,Los Andes,Valparaíso,Enel,Enel
2026-09-04T02:46:56+00:00,8716,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:45:50.491777+00:00,DC,60,CCS 2,Enel X Way - Rojas Magallanes,Enel,(50-150],La Florida,Metropolitana,Enel,Enel
2026-09-04T02:46:56+00:00,6829,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T01:00:33.939794+00:00,DC,60,CCS 2,Enel X - EDS Aramco Eliodoro Yañez,Enel,(50-150],Providencia,Metropolitana,Enel,Enel
2026-09-04T02:48:00+00:00,9057,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:46:45.896301+00:00,DC,180,CCS 2,Voltex EDS60987 - Tobalaba,Copec Voltex,150,Penalolén,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:48:00+00:00,8192,ENEL X,NO DISPONIBLE,FUERA DE LINEA,2026-09-04T02:47:11.263800+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:48:00+00:00,8113,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:46:34.724450+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 20019 - PAICAVI,Copec Voltex,150,Concepción,Biobío,Copec Voltex,Copec Voltex
2026-09-04T02:48:00+00:00,9089,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:47:00.280493+00:00,DC,240,CCS 2,SAVE VOLTEX LAGUNA DE CHICUREO EDS 60288,Copec Voltex,150,Colina,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:48:00+00:00,1028,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:46:30.232117+00:00,DC,70,CHAdeMO,Enel X Way-Parque Araucano.,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-04T02:49:01+00:00,15,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:47:45.613739+00:00,DC,50,CHAdeMO,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:49:01+00:00,16,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:47:45.613739+00:00,DC,50,CCS 2,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:49:01+00:00,9091,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:48:15.508283+00:00,DC,180,CCS 2,VOLTEX CARGADOR ELECTRICO EL COBRE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-04T02:49:01+00:00,1090,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:48:19.592227+00:00,DC,50,CHAdeMO,SAVE VOLTEX 20605 SAN PABLO,Copec Voltex,(22-50],San Pablo,Los Lagos,Copec Voltex,Copec Voltex
2026-09-04T02:49:01+00:00,4746,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:47:34.588524+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60050 - VITACURA,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:49:01+00:00,8113,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:48:22.380246+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 20019 - PAICAVI,Copec Voltex,150,Concepción,Biobío,Copec Voltex,Copec Voltex
2026-09-04T02:49:01+00:00,8191,ENEL X,NO DISPONIBLE,FUERA DE LINEA,2026-09-04T02:48:19.611604+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:49:01+00:00,7363,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:48:14.076314+00:00,DC,240,CCS 2,SAVE VOLTEX LA FLORIDA,Copec Voltex,150,La Florida,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:49:59+00:00,8682,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:49:20.516352+00:00,AC,22,Tipo 2,"Copec Costanera Norte, Pudahuel",Copec Voltex,(7-22],Pudahuel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:49:59+00:00,1090,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:48:47.676347+00:00,DC,50,CHAdeMO,SAVE VOLTEX 20605 SAN PABLO,Copec Voltex,(22-50],San Pablo,Los Lagos,Copec Voltex,Copec Voltex
2026-09-04T02:50:56+00:00,9127,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-02T22:17:22.497022+00:00,DC,50,CCS 2,Electrolinera ENEX Portugal 175 Santiago File 647,Enerlink,(22-50],Santiago,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T02:50:56+00:00,1820,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-03T23:55:06.644332+00:00,DC,120,CCS 2,Enex E-Pro Shell Quilicura,Enerlink,(50-150],Quilicura,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T02:50:56+00:00,8682,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:50:02.120122+00:00,AC,22,Tipo 2,"Copec Costanera Norte, Pudahuel",Copec Voltex,(7-22],Pudahuel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:52:00+00:00,4746,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:50:46.081607+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60050 - VITACURA,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:52:00+00:00,1090,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:50:48.421669+00:00,DC,50,CHAdeMO,SAVE VOLTEX 20605 SAN PABLO,Copec Voltex,(22-50],San Pablo,Los Lagos,Copec Voltex,Copec Voltex
2026-09-04T02:52:00+00:00,7775,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:51:14.212517+00:00,DC,240,CCS 2,SAVE VOLTEX SAN PABLO EDS 60077,Copec Voltex,150,Quinta Normal,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:52:00+00:00,16,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:50:54.204133+00:00,DC,50,CCS 2,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:52:00+00:00,8683,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:51:04.164487+00:00,DC,50,CHAdeMO,"Copec Costanera Norte, Pudahuel",Copec Voltex,(22-50],Pudahuel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:52:00+00:00,8813,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:50:42.677446+00:00,DC,70,CCS 2,Enel X - EDS Aramco Ciudad Satelite ,Enel,(50-150],Maipú,Metropolitana,Enel,Enel
2026-09-04T02:52:00+00:00,15,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:50:54.204133+00:00,DC,50,CHAdeMO,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T02:52:00+00:00,9121,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:10:40.196454+00:00,DC,60,CCS 2,Enel X - Cerro Colorado,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-04T02:53:01+00:00,1090,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:52:00.360309+00:00,DC,50,CHAdeMO,SAVE VOLTEX 20605 SAN PABLO,Copec Voltex,(22-50],San Pablo,Los Lagos,Copec Voltex,Copec Voltex
2026-09-04T02:53:01+00:00,9094,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:25:20.184295+00:00,DC,180,CCS 2,VOLTEX CARGADOR ELECTRICO EL COBRE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-04T02:53:01+00:00,8682,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:52:16.608091+00:00,AC,22,Tipo 2,"Copec Costanera Norte, Pudahuel",Copec Voltex,(7-22],Pudahuel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:54:04+00:00,2438,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:53:04.911099+00:00,DC,120,CCS 2,ELECTROLINERA COPEC OSORNO RENE SORIANO 2335 ,Copec Voltex,(50-150],Osorno,Los Lagos,Copec Voltex,Copec Voltex
2026-09-04T02:54:04+00:00,8191,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:52:57.783559+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:54:04+00:00,7365,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:53:22.460342+00:00,DC,240,CCS 2,SAVE VOLTEX LA FLORIDA,Copec Voltex,150,La Florida,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:54:58+00:00,7365,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:54:03.596305+00:00,DC,240,CCS 2,SAVE VOLTEX LA FLORIDA,Copec Voltex,150,La Florida,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:54:58+00:00,3217,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:53:41.084106+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60312 - RUTA 68,Copec Voltex,150,Pudahuel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:54:58+00:00,9191,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:53:41.380258+00:00,DC,180,CCS 2,VOLTEX LOS TOROS,Copec Voltex,150,Puente Alto,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:54:58+00:00,8610,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:54:19.604558+00:00,DC,240,CCS 2,SAVE VOLTEX BILBAO EDS 60419,Copec Voltex,150,Providencia,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:54:58+00:00,512,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:54:22.031730+00:00,DC,50,CCS 2,Estación de Servicio Enel X Station,Enel,(22-50],Pudahuel,Metropolitana,Enel,Enel
2026-09-04T02:54:58+00:00,1656,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:26:44.152245+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60741 - COSTANERA NORTE,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:55:57+00:00,1007,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:55:10.342742+00:00,DC,60,CCS 2,Enel X Way - Petrobras Rotonda Atenas,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-04T02:55:57+00:00,512,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:54:22.031730+00:00,DC,50,CCS 2,Estación de Servicio Enel X Station,Enel,(22-50],Pudahuel,Metropolitana,Enel,Enel
2026-09-04T02:55:57+00:00,7365,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:55:00.536137+00:00,DC,240,CCS 2,SAVE VOLTEX LA FLORIDA,Copec Voltex,150,La Florida,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:55:57+00:00,1820,Enerlink Chile SpA,OCUPADO,NO DISPONIBLE,2026-09-03T23:55:06.644332+00:00,DC,120,CCS 2,Enex E-Pro Shell Quilicura,Enerlink,(50-150],Quilicura,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T02:55:57+00:00,2432,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:54:30.108265+00:00,DC,120,CCS 2,SAVE VOLTEX 40609 VIÑA DEL MAR,Copec Voltex,(50-150],Vina del Mar,Valparaíso,Copec Voltex,Copec Voltex
2026-09-04T02:55:57+00:00,254,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:55:21.840292+00:00,DC,50,CHAdeMO,ESTACION DE SERVICIOS COPEC LAUTARO,Copec Voltex,(22-50],Lautaro,La Araucanía,Copec Voltex,Copec Voltex
2026-09-04T02:55:57+00:00,256,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:55:21.840292+00:00,DC,50,CCS 2,ESTACION DE SERVICIOS COPEC LAUTARO,Copec Voltex,(22-50],Lautaro,La Araucanía,Copec Voltex,Copec Voltex
2026-09-04T02:56:57+00:00,8192,ENEL X,FUERA DE LINEA,NO DISPONIBLE,2026-09-04T02:55:44.185490+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:56:57+00:00,612,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:56:20.313437+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T02:56:57+00:00,618,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:56:17.475325+00:00,DC,60,CCS 2,Enel X  - Petrobras Luis Pasteur,Enel,(50-150],Vitacura,Metropolitana,Sin dueño informado,Enel
2026-09-04T02:56:57+00:00,9093,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:55:50.863887+00:00,DC,180,CCS 2,VOLTEX CARGADOR ELECTRICO EL COBRE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-04T02:56:57+00:00,5100,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:55:44.019685+00:00,DC,60,CCS 2,Enel X - Zona de descanso Santa Lucila,Enel,(50-150],Requínoa,Libertador Bernardo OHiggins,Enel,Enel
2026-09-04T02:56:57+00:00,8859,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-09-04T02:56:05.204539+00:00,DC,60,GB/T DC,Cargador Gasco Cueto,Enerlink,(50-150],Santiago,Metropolitana,Gasco GLP SA,Enerlink
2026-09-04T02:56:57+00:00,1005,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:55:44.270959+00:00,DC,50,CHAdeMO,Enel X Way - Petrobras Rotonda Atenas,Enel,(22-50],Las Condes,Metropolitana,Enel,Enel
2026-09-04T02:56:57+00:00,8860,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-04T02:56:14.727905+00:00,DC,120,CCS 2,Cargador Gasco Cueto,Enerlink,(50-150],Santiago,Metropolitana,Gasco GLP SA,Enerlink
2026-09-04T02:56:57+00:00,611,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:56:20.313437+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T02:56:57+00:00,619,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:56:17.475325+00:00,DC,50,CHAdeMO,Enel X  - Petrobras Luis Pasteur,Enel,(22-50],Vitacura,Metropolitana,Sin dueño informado,Enel
2026-09-04T02:56:57+00:00,8191,ENEL X,DISPONIBLE,NO DISPONIBLE,2026-09-04T02:55:44.185490+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:56:57+00:00,9122,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:10:40.196454+00:00,DC,60,CCS 2,Enel X - Cerro Colorado,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-04T02:58:00+00:00,7367,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:57:03.859985+00:00,DC,240,CCS 2,COPEC VOLTEX TUNICHE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-04T02:58:59+00:00,516,ENEL X,DISPONIBLE,OCUPADO,2026-09-04T02:57:40.843720+00:00,DC,50,CHAdeMO,Estación de Servicio Enel X Station,Enel,(22-50],Pudahuel,Metropolitana,Enel,Enel
2026-09-04T02:58:59+00:00,7271,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T02:57:46.421371+00:00,DC,30,CCS 2,Enel X - EDS Petrobras Los Presidentes,Enel,(22-50],Penalolén,Metropolitana,Enel,Enel
2026-09-04T02:58:59+00:00,7255,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:57:27.967477+00:00,DC,60,CCS 2,Enel X Way - Petrobras José Arrieta,Enel,(50-150],Penalolén,Metropolitana,Enel,Enel
2026-09-04T02:58:59+00:00,7256,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:57:27.967477+00:00,DC,50,CHAdeMO,Enel X Way - Petrobras José Arrieta,Enel,(22-50],Penalolén,Metropolitana,Enel,Enel
2026-09-04T02:58:59+00:00,8192,ENEL X,NO DISPONIBLE,FUERA DE LINEA,2026-09-04T02:58:10.706904+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:59:59+00:00,515,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T02:58:56.597182+00:00,DC,60,CCS 2,Estación de Servicio Enel X Station,Enel,(50-150],Pudahuel,Metropolitana,Enel,Enel
2026-09-04T02:59:59+00:00,9379,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T02:59:09.997188+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60079 - COSTANERA NORTE KM 2,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T02:59:59+00:00,7271,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T02:58:46.330702+00:00,DC,30,CCS 2,Enel X - EDS Petrobras Los Presidentes,Enel,(22-50],Penalolén,Metropolitana,Enel,Enel
2026-09-04T02:59:59+00:00,8191,ENEL X,NO DISPONIBLE,FUERA DE LINEA,2026-09-04T02:59:18.800003+00:00,DC,60,CCS 2,Enel X Way - CARGADOR ESPACIO URBANO SAN MIGUEL ,Enel,(50-150],San Miguel,Metropolitana,Enel,Enel
2026-09-04T02:59:59+00:00,3220,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:59:02.190916+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60312 - RUTA 68,Copec Voltex,150,Pudahuel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T03:01:10+00:00,9045,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T02:59:53.305165+00:00,DC,240,CCS 2,VOLTEX CARGADOR ELECTRICO BASCUÑAN,Copec Voltex,150,Santiago,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T03:01:10+00:00,611,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T03:00:20.463561+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T03:01:10+00:00,8154,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T03:00:20.551048+00:00,DC,60,CCS 2,IRVE Strip Center Padre Hurtado,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-04T03:01:10+00:00,9131,Enerlink Chile SpA,OCUPADO,DISPONIBLE,2026-08-28T15:10:22.128521+00:00,DC,148.96,CCS 2,Electrolinera ENEX Portugal 175 Santiago File 647,Enerlink,(50-150],Santiago,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T03:01:10+00:00,709,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T03:00:12.439626+00:00,DC,50,CHAdeMO,Enel X Way - Petrobras 14 de La Fama,Enel,(22-50],Independencia,Metropolitana,Enel,Enel
2026-09-04T03:01:10+00:00,1820,Enerlink Chile SpA,NO DISPONIBLE,DISPONIBLE,2026-09-03T23:55:06.644332+00:00,DC,120,CCS 2,Enex E-Pro Shell Quilicura,Enerlink,(50-150],Quilicura,Metropolitana,EMPRESA NACIONAL DE ENERGIA EN,Enerlink
2026-09-04T03:01:58+00:00,612,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T03:01:29.619469+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T03:01:58+00:00,6830,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T03:00:53.759732+00:00,DC,60,CCS 2,Enel X - EDS Aramco Eliodoro Yañez,Enel,(50-150],Providencia,Metropolitana,Enel,Enel
2026-09-04T03:01:58+00:00,8859,Enerlink Chile SpA,DISPONIBLE,OCUPADO,2026-09-04T03:01:05.750187+00:00,DC,60,GB/T DC,Cargador Gasco Cueto,Enerlink,(50-150],Santiago,Metropolitana,Gasco GLP SA,Enerlink
2026-09-04T03:01:58+00:00,7361,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T03:01:10.213223+00:00,DC,240,CCS 2,COPEC VOLTEX EDS 60220 - ALBERTO LLONA,Copec Voltex,150,Maipú,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T03:01:58+00:00,8732,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T03:00:31.594367+00:00,DC,180,CCS 2,VOLTEX COPEC CONSISTORIAL,Copec Voltex,150,Penalolén,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T03:01:58+00:00,1179,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T03:01:04.579257+00:00,AC,7.4,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana,Enel,Enel
2026-09-04T03:01:58+00:00,710,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T03:00:50.727374+00:00,AC,22,Tipo 2,Enel X Way - Petrobras 14 de La Fama,Enel,(7-22],Independencia,Metropolitana,Enel,Enel
2026-09-04T03:02:55+00:00,7255,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T03:01:50.507691+00:00,DC,60,CCS 2,Enel X Way - Petrobras José Arrieta,Enel,(50-150],Penalolén,Metropolitana,Enel,Enel
2026-09-04T03:02:55+00:00,7256,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T03:01:50.507691+00:00,DC,50,CHAdeMO,Enel X Way - Petrobras José Arrieta,Enel,(22-50],Penalolén,Metropolitana,Enel,Enel
2026-09-04T03:02:55+00:00,7369,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T03:02:15.255894+00:00,DC,240,CCS 2,COPEC VOLTEX TUNICHE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-04T03:02:55+00:00,1179,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T03:01:43.474966+00:00,AC,7.4,Tipo 2,Enel X Way - Espacio Urbano Las Rejas,Enel,7,Estación Central,Metropolitana,Enel,Enel
2026-09-04T03:03:57+00:00,436,ENEL X,DISPONIBLE,FUERA DE LINEA,2026-09-04T03:02:44.482084+00:00,AC,7,Tipo 2,Parking Saba Pedro de Valdivia ,Enel,7,Providencia,Metropolitana,Enel,Enel
2026-09-04T03:03:57+00:00,7367,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T03:03:15.719933+00:00,DC,240,CCS 2,COPEC VOLTEX TUNICHE,Copec Voltex,150,Rancagua,Libertador Bernardo OHiggins,Copec Voltex,Copec Voltex
2026-09-04T03:03:57+00:00,611,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T03:02:37.499477+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T03:03:57+00:00,16,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T03:03:23.579832+00:00,DC,50,CCS 2,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T03:03:57+00:00,8684,COPEC VOLTEX,OCUPADO,DISPONIBLE,2026-09-04T03:03:24.141229+00:00,DC,50,CCS 2,"Copec Costanera Norte, Pudahuel",Copec Voltex,(22-50],Pudahuel,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T03:03:57+00:00,733,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T03:03:01.471858+00:00,DC,60,CCS 2,Enel X Way - Petrobras Lo Prado,Enel,(50-150],Lo Prado,Metropolitana,Enel,Enel
2026-09-04T03:03:57+00:00,15,COPEC VOLTEX,DISPONIBLE,FUERA DE LINEA,2026-09-04T03:03:23.579832+00:00,DC,50,CHAdeMO,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
2026-09-04T03:03:57+00:00,6837,ENEL X,OCUPADO,DISPONIBLE,2026-09-04T03:02:50.527618+00:00,DC,60,CCS 2,Enel X - EDS Petrobras Isabel La Católica,Enel,(50-150],Las Condes,Metropolitana,Enel,Enel
2026-09-04T03:03:57+00:00,496,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T03:03:10.876562+00:00,AC,7.4,Tipo 2,Enel X - Autoplanet Los Andes,Enel,7,Los Andes,Valparaíso,Enel,Enel
2026-09-04T03:03:57+00:00,612,ENEL X,FUERA DE LINEA,DISPONIBLE,2026-09-04T03:02:37.499477+00:00,DC,60,CCS 2,Enel x way - Tottus Nataniel Cox (Santiago),Enel,(50-150],Santiago,Metropolitana,Enel,Enel
2026-09-04T03:03:57+00:00,1656,COPEC VOLTEX,DISPONIBLE,OCUPADO,2026-09-04T03:03:23.461334+00:00,DC,180,CCS 2,COPEC VOLTEX EDS 60741 - COSTANERA NORTE,Copec Voltex,150,Vitacura,Metropolitana,Copec Voltex,Copec Voltex
2026-09-04T03:04:58+00:00,15,COPEC VOLTEX,FUERA DE LINEA,DISPONIBLE,2026-09-04T03:03:30.894791+00:00,DC,50,CHAdeMO,COPEC Parral,Copec Voltex,(22-50],Parral,Maule,Copec Voltex,Copec Voltex
